gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000142669,SH3BGRL3,post-treatment,0.3248901637045064,3.8844444708665447,0.7607899700432709,0.42704317419698357,0.0013444721282940724,0.030517134761580904,1
ENSG00000143774,GUK1,post-treatment,0.34073482122480714,1.5488754162488845,0.6182181293686897,0.5511563071965518,0.004857679201468821,3.908511784962801e-5,1
ENSG00000228474,OST4,post-treatment,0.3357525885039815,1.466479989101298,0.6485077110839897,0.5177310659001515,0.002976731197466146,0.0012853747336973931,1
ENSG00000187514,PTMA,post-treatment,0.3350163981448489,13.514615499192692,0.7141906135581937,0.46908541191230746,0.009426687522707226,9.998352422663987e-9,6.677099714903464e-4
ENSG00000164032,H2AFZ,post-treatment,0.3153420676997504,2.0412325834373957,0.5208032841451237,0.6054917034891032,0.00755362032282021,2.9067438400023094e-7,0.019411816712303423
ENSG00000075624,ACTB,post-treatment,0.4468019563823249,8.492032223670858,0.788860534783091,0.5663890341594788,0.008713449658025297,3.5989049411205615e-8,0.0024034206977791334
ENSG00000205542,TMSB4X,post-treatment,0.31500953546309585,9.060788902731787,0.6784644402529679,0.4642977830137176,0.006028572225285285,4.604321318133046e-6,0.30748578626756107
ENSG00000130066,SAT1,post-treatment,0.3391204586053917,3.3567116817803737,0.6105625208032841,0.5554229862639279,3.642911346131624e-5,0.7217870658895993,1
ENSG00000147454,SLC25A37,post-treatment,0.36731738379978507,3.58333525352423,0.5892599578386775,0.6233537149665718,0.06971987572677833,4.1301905634533444e-55,2.7582238620854124e-50
ENSG00000177156,TALDO1,post-treatment,0.3201937139753289,1.818718130322504,0.6513924331521136,0.49155270721506383,7.893344149518838e-4,0.09741271378058074,1
ENSG00000117984,CTSD,post-treatment,0.314859048040006,1.6983563189708109,0.5706202152446466,0.5517839004442104,0.0025567555022496433,0.002850341225626931,1
ENSG00000244734,HBB,post-treatment,0.32200397709690004,440.69974518828815,0.4259403084433596,0.7559838097354414,0.060742681560440326,3.3648601117185096e-48,2.247120879807855e-43
ENSG00000121691,CAT,post-treatment,0.3557088406908401,2.2089008904809133,0.5783867746588262,0.6150016844708501,0.022480199761872342,8.292529421439313e-19,5.537916998225602e-14
ENSG00000167996,FTH1,post-treatment,0.37443280556768066,15.077770224462371,0.7843115499833574,0.47740315130591393,0.015589178536339031,1.6802236762175046e-13,1.122086975451574e-8
ENSG00000245532,NEAT1,post-treatment,0.35010814473827695,17.398239084715165,0.7083102185731721,0.49428645183679354,0.008701190626982394,3.679095551693669e-8,0.0024569735913320657
ENSG00000109971,HSPA8,post-treatment,0.3149855634335955,1.5921302702975881,0.5448796183290802,0.5780828514003251,0.006165596420559337,3.5889566962645325e-6,0.23967770608993802
ENSG00000122862,SRGN,post-treatment,0.4181077122559876,9.313565738036772,0.6101187174081881,0.6852891090313178,0.007068990049743254,6.977435805416178e-7,0.04659671179573032
ENSG00000060138,YBX3,post-treatment,0.334435146137334,1.9103952229343555,0.6671474536780206,0.5012911977608168,0.005932240442329811,5.486392108991819e-6,0.36639223782269165
ENSG00000092841,MYL6,post-treatment,0.32938767992282175,2.582498438911859,0.7126373016753578,0.46220942848270163,0.0012156290142907112,0.039683205453205334,1
ENSG00000090382,LYZ,post-treatment,0.3784043155344861,13.93560044517504,0.43847775435482084,0.8629954696134421,0.047692144405469164,3.6194026757743707e-38,2.4171094949356402e-33
ENSG00000088986,DYNLL1,post-treatment,0.3900094914062891,1.2473845157186092,0.5198047265061577,0.7503000098281503,0.08769999464040372,5.539342679247951e-69,3.699283828055367e-64
ENSG00000189403,HMGB1,post-treatment,0.3156549340139935,3.991934179674035,0.6724730944191724,0.46939414622473574,0.009801880525618822,5.10209587792743e-9,3.407281669197496e-4
ENSG00000133112,TPT1,post-treatment,0.3245827221761712,21.97993739095774,0.8762898036169977,0.37040568181486844,0.011275228260215939,3.653971124611664e-10,2.4401949964381615e-5
ENSG00000080824,HSP90AA1,post-treatment,0.32430000434358625,4.7653116293634366,0.6844557860867636,0.47380709015217093,0.009784265490597474,5.265749093350801e-9,3.516572559521532e-4
ENSG00000140264,SERF2,post-treatment,0.4295472444332305,4.994593001827498,0.8197048707422612,0.5240267073736744,0.0050425521619999435,2.784681407323588e-5,1
ENSG00000166710,B2M,post-treatment,0.3309818814770084,10.508819035119657,0.788749583934317,0.4196285972362185,0.006543699168875974,1.8065944231053298e-6,0.12064798876382013
ENSG00000188536,HBA2,post-treatment,0.32224985476528145,326.08363854417735,0.4005325640741152,0.8045534462602442,0.060490185135658646,5.2627826980990047e-48,3.5145915414444773e-43
ENSG00000103363,ELOB,post-treatment,0.3264719330243079,1.3253211719575053,0.6532785975812715,0.4997438064449876,8.596675518795878e-4,0.08366498304109526,1
ENSG00000170315,UBB,post-treatment,0.4011827371175248,4.268434548581767,0.7729945634084101,0.5189981354442731,3.443271924339072e-4,0.2736364068930911,1
ENSG00000013306,SLC25A39,post-treatment,0.32301161022169633,2.589622383648771,0.4205037168534339,0.7681539954955539,0.04004322308774271,2.7043171310356196e-32,1.8059970664482076e-27
ENSG00000124172,ATP5F1E,post-treatment,0.35277939013755383,3.015783269746831,0.742261178298014,0.4752766282974249,2.3428803591692658e-4,0.3665206348033629,1
ENSG00000172270,BSG,post-treatment,0.3723907568016412,1.7470237879927903,0.6051259292133585,0.6153938194083594,0.013030791851816999,1.5936550028489914e-11,1.0642746840026135e-6
