gene_id,gene_short_name,cluster,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000145335,SNCA,21,0.12672457095769596,4.8359345477235065,0.8369659982563208,0.15140946134216382,0.43545292144249953,2.097225727881655e-274,5.252134820977226e-268
ENSG00000145335,SNCA,38,0.13062331899763346,5.0892245823260005,0.8297567954220315,0.15742362065404447,0.4275533931832955,3.7522659551915192e-295,9.396893438235001e-289
ENSG00000168785,TSPAN5,21,0.053288639073600395,0.7407817337980015,0.32083696599825634,0.16609257885168383,0.09890139934852193,1.8739355024759874e-63,4.692943527238177e-57
ENSG00000164032,H2AFZ,25,0.09503280869463453,7.180577666906367,0.9982046678635548,0.09520373101243063,0.6245067797392958,0,0
ENSG00000164032,H2AFZ,30,0.0700882284316879,4.911746525424528,0.991869918699187,0.07066272210735747,0.37700826306605184,4.728587564560139e-130,1.184192005261707e-123
ENSG00000164032,H2AFZ,65,0.060755419529226244,4.38617830416353,0.9404309252217997,0.06460380863687265,0.2577654179344597,1.3696097041462884e-135,3.4299478223361536e-129
ENSG00000164032,H2AFZ,69,0.053418413025114825,6.3905712807053145,0.6145833333333334,0.08691809576967835,0.08007207821430949,4.0386482306411135e-25,1.0114087730200307e-18
ENSG00000164032,H2AFZ,72,0.09498047087019958,7.201450983916849,0.9954001839926403,0.09541938247311177,0.5960292280104574,0,0
ENSG00000164032,H2AFZ,73,0.1010408338817038,7.955935891237844,0.9799283154121864,0.10311043399047315,0.49058976947404176,0,0
ENSG00000145358,DDIT4L,71,0.11286858908533778,0.5861952379369169,0.20291173794358508,0.5562447506941086,0.09756320168372833,2.1361137194969537e-61,5.349522990579209e-55
ENSG00000153064,BANK1,1,0.23653935418950092,1.6979889697913384,0.6854460093896714,0.34508823590660065,0.4311936770957369,6.84492374929993e-106,1.7141913668465547e-99
ENSG00000138821,SLC39A8,42,0.04513847679016057,0.5390044134784537,0.5579470198675497,0.0809010088464599,0.13862037710235,7.550043176896925e-108,1.890776187898239e-101
ENSG00000109320,NFKB1,33,0.07392430671315031,1.532458405929645,0.8012971698113207,0.09225579410265117,0.2745129230606263,2.2034510985166604e-206,5.518157672292735e-200
ENSG00000109320,NFKB1,34,0.08017026453146962,1.5735951182048125,0.8512221041445271,0.09418254547329952,0.33051333168784824,1.7727148303009913e-189,4.43945406739353e-183
ENSG00000138795,LEF1,45,0.0510287396488514,0.40295587176221515,0.2690179806362379,0.18968523787208003,0.09332596727425062,1.6695145759954745e-66,4.1810070905298667e-60
ENSG00000138795,LEF1,49,0.06031820189768839,0.6230887773963266,0.22872340425531915,0.263716789692219,0.10331060466543612,1.0983223182635382e-24,2.7505560396853355e-18
