gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000162511,LAPTM5,71,0.5295354125375534,3.572465785039953,0.8780709736123748,0.6030667547966542,0.07760124565599374,2.4212983793882485e-33,1.61699148372306e-28
ENSG00000179862,CITED4,71,0.48937543167860786,1.9170683156657071,0.7170154686078253,0.6825172581405965,0.11806351474339716,5.985852104717474e-50,3.997471752572423e-45
ENSG00000177606,JUN,71,0.5443486735867266,7.485469780686484,0.8662420382165605,0.6284025128905593,0.07031463284865862,2.3461305956716162e-30,1.5667929344014187e-25
ENSG00000143384,MCL1,71,0.4131382266217115,1.841640941945037,0.6806187443130118,0.607003891787782,0.0310410890808408,3.004059372513081e-14,2.006170930151686e-9
ENSG00000163220,S100A9,71,0.44300053114363486,32.76258109639501,0.46496815286624205,0.9527545669801462,0.18920997283528812,2.634232154134469e-79,1.759192917174081e-74
ENSG00000143546,S100A8,71,0.4892331840016495,27.6247445599411,0.521383075523203,0.9383372935738442,0.1946884310192522,1.413973741048605e-81,9.442799437470795e-77
ENSG00000197956,S100A6,71,0.42687588588160535,3.649364099499537,0.8143767060964513,0.5241749704847869,0.00170266114721774,0.07542983654948597,1
ENSG00000168264,IRF2BP2,71,0.5442791825554582,3.639435966370257,0.8780709736123748,0.6198578462470969,0.09162607765492849,4.298249574934319e-39,2.870457031132637e-34
ENSG00000143878,RHOB,71,0.4079290835657085,2.081573516388982,0.6387625113739763,0.6386240211377687,0.06554688072522968,2.1087531892023206e-28,1.4082675548130938e-23
ENSG00000115956,PLEK,71,0.46178368344726767,2.183496661656865,0.7616014558689718,0.606332458911048,0.04510832242084365,5.020998852945879e-20,3.353123453974317e-15
ENSG00000034510,TMSB10,71,0.4234169623862009,13.610397705427134,0.9827115559599636,0.43086596450225445,0.012143499037773016,2.039331148148486e-6,0.1361906127356522
ENSG00000121966,CXCR4,71,0.6130548689610364,3.3777020796139796,0.8007279344858963,0.7656219329411125,0.2794576332371554,6.766396075815273e-117,4.518734627350955e-112
ENSG00000163931,TKT,71,0.5622371237724777,5.372718003586704,0.9062784349408554,0.6203801195039689,0.08307274982495211,1.3837019807910516e-35,9.2406385681188e-31
ENSG00000144802,NFKBIZ,71,0.47841630702426047,2.020116784160754,0.7060964513193813,0.6775509296645132,0.09170277276684044,3.9978828000198296e-39,2.6698660915092425e-34
ENSG00000121552,CSTA,71,0.5213988491267638,3.5574589553758416,0.8516833484986351,0.6121980076819588,0.11459719233285433,1.5918846760757737e-48,1.0630924243769233e-43
ENSG00000184897,H1FX,71,0.5997899547235734,14.030669385396129,0.9344858962693358,0.6418394939057519,0.1178851885303867,7.086563250129326e-50,4.7325486697013665e-45
ENSG00000163660,CCNL1,71,0.4852924608165221,2.9360240657588634,0.8334849863512284,0.5822449939272465,0.03500864799918748,7.020422338029361e-16,4.688378445782768e-11
ENSG00000109736,MFSD10,71,0.4375845205397908,1.9483748353897492,0.7452229299363057,0.58718606602348,0.0316473981799179,1.6914855847578805e-14,1.1296079032130077e-9
ENSG00000163993,S100P,71,0.4325296858982421,1.8435147218315584,0.5450409463148317,0.7935728293859232,0.17054000011241835,1.401047963225198e-71,9.356478508010517e-67
ENSG00000169429,CXCL8,71,0.5238935786048999,5.792604434236588,0.6678798908098271,0.7844128649683719,0.1771146609824121,2.6772655398889175e-74,1.7879314728486168e-69
ENSG00000164104,HMGB2,71,0.43009292280134914,3.970956320674228,0.8662420382165605,0.49650432999861627,0.008058783867167223,1.0946736531977015e-4,1
ENSG00000120129,DUSP1,71,0.5371975115204971,6.572640538477125,0.8525932666060054,0.6300747760523226,0.07583562347406668,1.2815423155111003e-32,8.55839589144623e-28
ENSG00000204628,RACK1,71,0.42594797933399076,12.385959298793871,0.9517743403093721,0.44753042952969013,0.005131314912495745,0.002024073362934035,1
ENSG00000021355,SERPINB1,71,0.41647669895659545,5.591013621959909,0.8889899909008189,0.4684830011804487,0.003378153398378171,0.012268250888333191,1
ENSG00000187837,HIST1H1C,71,0.47831380274364266,2.9211609860905576,0.6878980891719745,0.6953265465810361,0.11104213335419191,4.599472781803724e-47,3.071619913144163e-42
ENSG00000156508,EEF1A1,71,0.4263094339023559,41.654114411555966,0.9909008189262967,0.4302241210823592,0.011345111637527341,4.420054367293907e-6,0.2951800707566217
ENSG00000112773,TENT5A,71,0.45708403757546473,2.5767253575179487,0.727024567788899,0.6287050779667531,0.056694016346923747,8.94475759115871e-25,5.97348801452761e-20
ENSG00000146278,PNRC1,71,0.4307786018297451,2.322692993253385,0.7925386715195633,0.543542690483226,0.015731807739389272,6.42769316236354e-8,0.004292542047689619
ENSG00000164442,CITED2,71,0.5336108556333183,4.184597021068617,0.7616014558689718,0.7006431664767226,0.13133989251932543,2.0688175832212184e-55,1.381597758426794e-50
ENSG00000075624,ACTB,71,0.46279013526449403,14.190853420038271,0.9872611464968153,0.4687616208808101,7.676320491094833e-4,0.23259822981540848,1
ENSG00000196683,TOMM7,71,0.4756341830041401,3.4215098606440026,0.8889899909008189,0.5350276019667861,0.012385794145850825,1.6132262736680242e-6,0.10773447700809799
ENSG00000164713,BRI3,71,0.4532908344318487,2.0468579572737635,0.7424931756141947,0.6104983174517178,0.03505772815730866,6.701863133088975e-16,4.475638237539479e-11
ENSG00000188186,LAMTOR4,71,0.41102340289300254,1.8278777956805525,0.7643312101910829,0.5377556187850117,0.007645217764882853,1.6458356092780086e-4,1
