gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value,partition_assignment
ENSG00000223865,HLA-DPB1,1,0.34367815077859387,6.511194011772136,0.8826291079812206,0.38938003253106646,0.3478453865375886,1.6741475954913562e-80,6.149160859715706e-75,B1
ENSG00000130340,SNX9,1,0.33368066253829554,1.6178443829852263,0.7136150234741784,0.46759198105695365,0.34623345106081527,3.88096269747105e-80,1.4254814797438141e-74,B1
ENSG00000092820,EZR,1,0.3687705310685552,3.557464715262007,0.8826291079812206,0.4178091655191609,0.3736405760227407,2.3990535679423793e-86,8.811747745588038e-81,B1
ENSG00000157514,TSC22D3,1,0.2766719306153432,6.933783391138114,0.9061032863849765,0.3053425970003528,0.26836960188257625,1.676269517988663e-62,6.156954702267539e-57,B1
ENSG00000136573,BLK,1,0.32694105348609676,0.6156357496665968,0.4131455399061033,0.7913459590061205,0.27291737433732677,1.5646129375887702e-63,5.7468389658929285e-58,B1
ENSG00000196092,PAX5,1,0.23586261074543088,0.44194518236838476,0.27230046948356806,0.86618510497891,0.17913315132884775,2.7360275458232966e-42,1.0049456536084426e-36,B1
ENSG00000135048,CEMIP2,1,0.20939189766082777,1.515882982943096,0.5821596244131455,0.35968124356255093,0.1655566703917202,3.265096175249458e-39,1.199273090265301e-33,B1
ENSG00000196781,TLE1,1,0.4492574332396712,1.4684529032193259,0.647887323943662,0.6934190817394925,0.40374639793195144,3.6181567839351077e-93,1.328952604896149e-87,B1
ENSG00000156738,MS4A1,1,0.7134853391382493,3.1315880912432013,0.7981220657276995,0.8939551602143948,0.6330061188193848,3.562816439392796e-145,1.3086260410054134e-139,B1
ENSG00000137502,RAB30,1,0.23670637677002415,0.561107310655085,0.352112676056338,0.6722461100268686,0.1904224818564371,7.571647174715104e-45,2.7810735789200322e-39,B1
ENSG00000165732,DDX21,1,0.2717095770263223,2.6733208248599807,0.7981220657276995,0.3404361170976862,0.21480247691572163,2.2715939121096066e-50,8.343587155117707e-45,B1
ENSG00000161835,GRASP,1,0.2763682465402817,1.8677705908468683,0.6666666666666666,0.41455236981042254,0.27105416323952286,4.1339930669630326e-63,1.518419787488589e-57,B1
ENSG00000133639,BTG1,1,0.2884153420991558,17.12193651592294,0.9671361502347418,0.2982158634326223,0.31029571374472337,5.358491099118587e-72,1.9681791391973562e-66,B1
ENSG00000211899,IGHM,1,0.7048951323665208,11.720616451836811,0.8356807511737089,0.843498107831848,0.6287188995669668,3.353102803831179e-144,1.2315980129499959e-138,B1
ENSG00000247982,LINC00926,1,0.48699143423156116,1.338131368035786,0.6056338028169014,0.8041021355916476,0.4238807848234561,9.89631612762243e-98,3.634926809991846e-92,B1
ENSG00000140968,IRF8,1,0.46540720644376454,1.7802411260558195,0.6572769953051644,0.7080838212322988,0.3882060015384577,1.2019909428851909e-89,4.414924753126735e-84,B1
